case_id,charge_seq,charge,occur_dt,ucr_code,ucr_cat,ucr_group,(No column name),case_status,csstatus,bias,vic_lst
1817465,1,"PROPERTY, FOUND",15:00.0,999,UNA,UNASSIGNED,FOUND PROPERTY,SUSPENDED/INACTIVE (NO MORE LEADS),N ,NULL,[]
1818189,1,THEFT 3 - FROM VEHICLE,00:00.0,64,PRP,LARCENY,CRIMINAL MISCHI,SUSPENDED/INACTIVE (NO MORE LEADS),N ,NULL,"[{""age"":""19"",""sex"":""F"",""type"":""I""}]"
1818190,1,THEFT 1 - FROM VEHICLE,04:00.0,64,PRP,LARCENY,THEFT FROM VEHI,SUSPENDED/INACTIVE (NO MORE LEADS),N ,NULL,"[{""age"":""40"",""sex"":""M"",""type"":""I""}]"
1818191,1,THEFT 3 - LOST/MISLAID PROP,00:00.0,69,PRP,LARCENY,THEFT OF IDENTI,SUSPENDED/INACTIVE (NO MORE LEADS),N ,NULL,"[{""age"":""27"",""sex"":""F"",""type"":""I""}]"
1818192,1,IDENTITY THEFT,21:00.0,11F,PRP,FRAUD,THEFT OF IDENTI,SUSPENDED/INACTIVE (NO MORE LEADS),N ,NULL,"[{""age"":""27"",""sex"":""F"",""type"":""I""}]"
1818195,1,THEFT 3 - MOTOR VEH PARTS,30:00.0,65,PRP,LARCENY,THEFT OF LICENS,SUSPENDED/INACTIVE (NO MORE LEADS),N ,NULL,"[{""age"":""49"",""sex"":""F"",""type"":""I""}]"
1818194,1,"WARRANT ARREST (FTA,FTC,FTP,PV,SC)",44:00.0,550,ORS,WARRANT,WARRANT SERVICE,CLEARED BY ARREST,A ,NULL,[]
1818197,1,THEFT 1 - FROM VEHICLE,00:00.0,64,PRP,LARCENY,THEFT FROM VEHI,SUSPENDED/INACTIVE (NO MORE LEADS),N ,NULL,"[{""age"":""42"",""sex"":""M"",""type"":""I""}]"
1817917,1,FORGERY 1,37:00.0,100,PRP,FORGERY,FORGERY,SUSPENDED/INACTIVE (NO MORE LEADS),N ,NULL,[]
1817918,1,FORGERY 1,39:00.0,100,PRP,FORGERY,FORGERY,SUSPENDED/INACTIVE (NO MORE LEADS),N ,NULL,[]
1818196,1,UUV,02:00.0,71,PRP,MV THEFT,UNAUTHORIZED US,SUSPENDED/INACTIVE (NO MORE LEADS),N ,NULL,"[{""age"":""46"",""sex"":""F"",""type"":""I""}]"
1818207,1,THEFT 2 - FROM VEHICLE,00:00.0,64,PRP,LARCENY,THEFT FROM VEHI,SUSPENDED/INACTIVE (NO MORE LEADS),N ,NULL,[]
1818200,1,"WARRANT ARREST (FTA,FTC,FTP,PV,SC)",28:00.0,550,ORS,WARRANT,WARRANT SERVICE,CLEARED BY ARREST,A ,NULL,[]
1818201,1,UUV,30:00.0,71,PRP,MV THEFT,UNAUTHORIZED US,SUSPENDED/INACTIVE (NO MORE LEADS),N ,NULL,"[{""age"":""29"",""sex"":""F"",""type"":""I""}]"
1818211,1,THEFT 3 - OTHER,00:00.0,69,PRP,LARCENY,CRIMINAL MISCHI,SUSPENDED/INACTIVE (NO MORE LEADS),N ,NULL,"[{""age"":""33"",""sex"":""M"",""type"":""I""}]"
1818210,1,CRIMINAL MISCHIEF 3 - VANDALISM,30:00.0,140,PRP,VANDALISM,CRIMINAL MISCHI,SUSPENDED/INACTIVE (NO MORE LEADS),N ,NULL,[]
1818204,1,CRIMINAL TRESPASS 2,39:00.0,261,SOC,ALL OTHER,CRIMINAL TRESPA,CLEARED BY ARREST,A ,NULL,[]
1818214,1,THEFT 3 - OTHER,26:00.0,69,PRP,LARCENY,THEFT,SUSPENDED/INACTIVE (NO MORE LEADS),N ,NULL,[]
1818214,2,CRIMINAL MISCHIEF 3 - RESULT CRIMINAL ACT,26:00.0,141,PRP,VANDALISM,THEFT,SUSPENDED/INACTIVE (NO MORE LEADS),N ,NULL,[]
1818215,1,"PROPERTY, FOUND",02:00.0,999,UNA,UNASSIGNED,FOUND PROPERTY,"OTHER (NON-REPORTABLE, IBR 999)",X ,NULL,[]
1818202,1,ACCIDENT VEHICLE INJURY,15:00.0,999,UNA,UNASSIGNED,VEHICLE/PEDESTR,SUSPENDED/INACTIVE (NO MORE LEADS),N ,NULL,[]
1818187,2,CRIMINAL MISCHIEF 2 - RESULT CRIMINAL ACT,57:00.0,141,PRP,VANDALISM,BURGLARY,CLEARED BY ARREST,A ,NULL,"[{""age"":""37"",""sex"":""F"",""type"":""I""}]"
1818225,1,THEFT 3 - SHOPLIFT,37:00.0,63,PRP,LARCENY,SHOPLIFT 3050 P,CLEARED BY ARREST,A ,NULL,[]
1816227,1,"PROPERTY, FOUND",49:00.0,999,UNA,UNASSIGNED,FOUND PROPERTY,"OTHER (NON-REPORTABLE, IBR 999)",X ,NULL,[]
1818174,1,MIP MARIJUANA,50:00.0,180,SOC,DRUG LAW VIOLATION,MINOR IN POSSES,CLEARED BY ARREST,A ,NULL,[]
1817856,1,THEFT 3 - FROM VEHICLE,19:00.0,64,PRP,LARCENY,THEFT FROM VEHI,SUSPENDED/INACTIVE (NO MORE LEADS),N ,NULL,"[{""age"":""42"",""sex"":""M"",""type"":""I""}]"
1818217,3,INTERFERE W/ PUBLIC TRANSPORT - DIS CONDUCT,24:00.0,240,SOC,DISORDERLY CONDUCT,,CLEARED BY ARREST,A ,NULL,[]
1818217,1,THEFT OF SERVICES-C MIS,24:00.0,116,PRP,FRAUD,,CLEARED BY ARREST,A ,NULL,[]
1818217,2,MIP MARIJUANA,24:00.0,180,SOC,DRUG LAW VIOLATION,,CLEARED BY ARREST,A ,NULL,[]
1818199,1,CONS UNLIC PREM/OPEN CON,10:00.0,224,SOC,LIQUOR LAW VIOLATION,PATROL CHECK,CLEARED BY ARREST,A ,NULL,[]
1818199,2,CRIMINAL TRESPASS 2,10:00.0,261,SOC,ALL OTHER,PATROL CHECK,CLEARED BY ARREST,A ,NULL,[]
1818199,3,"WARRANT ARREST (FTA,FTC,FTP,PV,SC)",10:00.0,550,ORS,WARRANT,PATROL CHECK,CLEARED BY ARREST,A ,NULL,[]
1818165,1,DELIVER METH,06:00.0,180,SOC,DRUG LAW VIOLATION,WARRANT SERVICE,CLEARED BY ARREST,A ,NULL,[]
1817906,1,IDENTITY THEFT,00:00.0,11F,PRP,FRAUD,THEFT OF IDENTI,SUSPENDED/INACTIVE (NO MORE LEADS),N ,NULL,"[{""age"":""58"",""sex"":""M"",""type"":""I""}]"
1817854,1,THEFT 3 - FROM VEHICLE,26:00.0,64,PRP,LARCENY,THEFT FROM VEHI,SUSPENDED/INACTIVE (NO MORE LEADS),N ,NULL,"[{""age"":""23"",""sex"":""F"",""type"":""I""}]"
1818220,1,CONS UNLIC PREM/OPEN CON,15:00.0,224,SOC,LIQUOR LAW VIOLATION,PERSON STOP,CLEARED BY ARREST,A ,NULL,[]
1818224,1,MISSING PERSON,59:00.0,999,UNA,UNASSIGNED,MISSING PERSON,EXCEPTIONAL (EXC DISP NEEDED),E ,NULL,[]
1818219,1,CRIMINAL TRESPASS 2,11:00.0,261,SOC,ALL OTHER,SUSPICIOUS COND,OPEN,O ,NULL,[]
1816213,1,"PROPERTY, FOUND",17:00.0,999,UNA,UNASSIGNED,FOUND CONTRABAN,"OTHER (NON-REPORTABLE, IBR 999)",X ,NULL,"[{""age"":""99"",""sex"":""M"",""type"":""I""}]"
1818221,1,RUNAWAY JUVENILE - OWN AGENCY,40:00.0,290,SOC,RUNAWAY,RUNAWAY JUVENIL,EXCEPTIONAL (EXC DISP NEEDED),E ,NULL,[]
1818208,1,CRIMINAL TRESPASS 2,28:00.0,261,SOC,ALL OTHER,SUSPICIOUS SUBJ,CLEARED BY ARREST,A ,NULL,[]
1818218,1,DUII,21:00.0,210,SOC,DUII,RECKLESS DRIVIN,CLEARED BY ARREST,A ,NULL,[]
1818218,2,RECKLESS DRIVING,21:00.0,393,ORS,TRAFFIC CRIME,RECKLESS DRIVIN,CLEARED BY ARREST,A ,NULL,[]
1818223,1,"WARRANT ARREST (FTA,FTC,FTP,PV,SC)",43:00.0,550,ORS,WARRANT,DISPUTE,CLEARED BY ARREST,A ,NULL,[]
1818222,3,RECKLESS DRIVING,14:00.0,393,ORS,TRAFFIC CRIME,MOTOR VEH ACC N,CLEARED BY ARREST,A ,NULL,[]
1818222,2,RECKLESS ENDANGERING - DIS CONDUCT,14:00.0,240,SOC,DISORDERLY CONDUCT,MOTOR VEH ACC N,CLEARED BY ARREST,A ,NULL,[]
1818222,1,DUII,14:00.0,210,SOC,DUII,MOTOR VEH ACC N,CLEARED BY ARREST,A ,NULL,[]
1818226,1,THEFT 3 - SHOPLIFT,59:00.0,63,PRP,LARCENY,THEFT,CLEARED BY ARREST,A ,NULL,[]
1818230,1,DUII,38:00.0,210,SOC,DUII,TRAFFIC STOP,CLEARED BY ARREST,A ,NULL,[]
1818233,1,DETOX,32:00.0,512,ORS,CUSTODY,INTOXICATED SUB,CLEARED BY ARREST,A ,NULL,[]
1818227,1,THEFT 1 - BICYCLE,55:00.0,66,PRP,LARCENY,PERSON STOP,CLEARED BY ARREST,A ,NULL,"[{""age"":""  "",""sex"":"" "",""type"":""U""}]"
1818228,1,ROBBERY 1 - OTHER,54:00.0,39,PER,ROBBERY,ROBBERY,SUSPENDED/INACTIVE (NO MORE LEADS),N ,NULL,"[{""age"":""18"",""sex"":""F"",""type"":""I""},{""age"":""21"",""sex"":""M"",""type"":""I""}]"
1818227,2,"WARRANT ARREST (FTA,FTC,FTP,PV,SC)",55:00.0,550,ORS,WARRANT,PERSON STOP,CLEARED BY ARREST,A ,NULL,[]
1818229,1,BURGLARY 2 - OTHER STRUCTURE,39:00.0,53,PRP,BURGLARY,BURGLARY,SUSPENDED/INACTIVE (NO MORE LEADS),N ,NULL,"[{""age"":""67"",""sex"":""F"",""type"":""I""}]"
1818234,1,DUII,15:00.0,210,SOC,DUII,DUII,CLEARED BY ARREST,A ,NULL,[]
1818234,2,RECKLESS DRIVING,15:00.0,393,ORS,TRAFFIC CRIME,DUII,CLEARED BY ARREST,A ,NULL,[]
1818231,1,NOISE DISTURBANCE-PROH,54:00.0,269,SOC,ALL OTHER,LOUD PARTY,CLEARED BY ARREST,A ,NULL,[]
1818232,3,"WARRANT ARREST (FTA,FTC,FTP,PV,SC)",31:00.0,550,ORS,WARRANT,CRIMINAL TRESPA,CLEARED BY ARREST,A ,NULL,[]
1818232,2,FALSE INFO TO POLICE - OTHER,31:00.0,269,SOC,ALL OTHER,CRIMINAL TRESPA,CLEARED BY ARREST,A ,NULL,[]
1818232,1,FORGERY 2,31:00.0,100,PRP,FORGERY,CRIMINAL TRESPA,CLEARED BY ARREST,A ,NULL,"[{""age"":""00"",""sex"":""F"",""type"":""I""},{""age"":""67"",""sex"":""M"",""type"":""I""}]"
1818236,1,"WARRANT ARREST (FTA,FTC,FTP,PV,SC)",56:00.0,550,ORS,WARRANT,PATROL CHECK,CLEARED BY ARREST,A ,NULL,[]
1818248,1,CRIMINAL MISCHIEF 3 - VANDALISM,55:00.0,140,PRP,VANDALISM,CRIMINAL MISCHI,SUSPENDED/INACTIVE (NO MORE LEADS),N ,NULL,"[{""age"":""25"",""sex"":""F"",""type"":""I""}]"
1818181,1,IDENTITY THEFT,00:00.0,11F,PRP,FRAUD,THEFT OF IDENTI,CLEARED BY ARREST,A ,NULL,"[{""age"":""67"",""sex"":""M"",""type"":""I""}]"
1818244,1,THEFT 3 - FROM VEHICLE,00:00.0,64,PRP,LARCENY,THEFT FROM VEHI,SUSPENDED/INACTIVE (NO MORE LEADS),N ,NULL,"[{""age"":""49"",""sex"":""F"",""type"":""I""},{""age"":""22"",""sex"":""F"",""type"":""I""}]"
1818256,1,"PROPERTY, LOST",52:00.0,999,UNA,UNASSIGNED,THEFT,"OTHER (NON-REPORTABLE, IBR 999)",X ,NULL,"[{""age"":""35"",""sex"":""M"",""type"":""I""}]"
1818257,1,"PROPERTY, LOST",00:00.0,999,UNA,UNASSIGNED,LOST PROPERTY,"OTHER (NON-REPORTABLE, IBR 999)",X ,NULL,"[{""age"":""25"",""sex"":""M"",""type"":""I""}]"
1818250,1,THEFT 2 - BICYCLE,00:00.0,66,PRP,LARCENY,THEFT,SUSPENDED/INACTIVE (NO MORE LEADS),N ,NULL,"[{""age"":""76"",""sex"":""M"",""type"":""I""}]"
1818254,1,IDENTITY THEFT,35:00.0,11F,PRP,FRAUD,FRAUD,SUSPENDED/INACTIVE (NO MORE LEADS),N ,NULL,"[{""age"":""30"",""sex"":""F"",""type"":""I""}]"
1818239,1,ACCIDENT VEHICLE INJURY,34:00.0,999,UNA,UNASSIGNED,MOTOR VEH ACC U,"OTHER (NON-REPORTABLE, IBR 999)",X ,NULL,[]
1818238,1,CRIMINAL MISCHIEF 2 - VANDALISM,00:00.0,140,PRP,VANDALISM,CRIMINAL MISCHI,SUSPENDED/INACTIVE (NO MORE LEADS),N ,NULL,"[{""age"":""20"",""sex"":""M"",""type"":""I""}]"
1818241,1,THEFT 3 - OTHER,52:00.0,69,PRP,LARCENY,THEFT,SUSPENDED/INACTIVE (NO MORE LEADS),N ,NULL,[]
1818242,1,THEFT 3 - FROM VEHICLE,00:00.0,64,PRP,LARCENY,THEFT FROM VEHI,SUSPENDED/INACTIVE (NO MORE LEADS),N ,NULL,"[{""age"":""40"",""sex"":""M"",""type"":""I""}]"
1818245,1,THEFT 3 - FROM VEHICLE,30:00.0,64,PRP,LARCENY,THEFT FROM VEHI,SUSPENDED/INACTIVE (NO MORE LEADS),N ,NULL,"[{""age"":""28"",""sex"":""M"",""type"":""I""}]"
1818246,1,THEFT 1 - FROM VEHICLE,00:00.0,64,PRP,LARCENY,THEFT FROM VEHI,SUSPENDED/INACTIVE (NO MORE LEADS),N ,NULL,"[{""age"":""30"",""sex"":""F"",""type"":""I""}]"
1818247,1,THEFT 2 - FROM BUILDING,00:00.0,67,PRP,LARCENY,THEFT,SUSPENDED/INACTIVE (NO MORE LEADS),N ,NULL,[]
1818243,1,BURGLARY 1 - RESIDENCE,53:00.0,51,PRP,BURGLARY,BURGLARY,SUSPENDED/INACTIVE (NO MORE LEADS),N ,NULL,"[{""age"":""55"",""sex"":""M"",""type"":""I""}]"
1818252,1,ASSAULT 4 - SIMPLE ASLT APA,12:00.0,43,PER,ASSAULT,DISPUTE,CLEARED BY ARREST,A ,NULL,"[{""age"":""44"",""sex"":""M"",""type"":""I""}]"
1818255,1,SEX ABUSE 1 - PHYSICAL MOLEST,26:00.0,173,PER,SEX CRIMES,CHILD ABUSE,SUSPENDED/INACTIVE (NO MORE LEADS),N ,NULL,"[{""age"":""05"",""sex"":""F"",""type"":""I""}]"
1818264,1,SEX ABUSE 1 - PHYSICAL MOLEST,56:00.0,173,PER,SEX CRIMES,SEX ABUSE,OPEN,O ,NULL,"[{""age"":""16"",""sex"":""F"",""type"":""I""}]"
1818213,1,MIP MARIJUANA,20:00.0,180,SOC,DRUG LAW VIOLATION,MINOR IN POSSES,CLEARED BY ARREST,A ,NULL,[]
1818198,1,MIP MARIJUANA,41:00.0,180,SOC,DRUG LAW VIOLATION,MINOR IN POSSES,CLEARED BY ARREST,A ,NULL,[]
1818240,1,THEFT 2 - FROM BUILDING,00:00.0,67,PRP,LARCENY,BURGLARY,SUSPENDED/INACTIVE (NO MORE LEADS),N ,NULL,"[{""age"":""27"",""sex"":""M"",""type"":""I""}]"
1818205,1,MIP MARIJUANA,03:00.0,180,SOC,DRUG LAW VIOLATION,MINOR IN POSSES,CLEARED BY ARREST,A ,NULL,[]
1818206,1,MIP MARIJUANA,47:00.0,180,SOC,DRUG LAW VIOLATION,MINOR IN POSSES,CLEARED BY ARREST,A ,NULL,[]
1818265,1,"WARRANT ARREST (FTA,FTC,FTP,PV,SC)",35:00.0,550,ORS,WARRANT,DISPUTE,CLEARED BY ARREST,A ,NULL,[]
1818259,1,BURGLARY 2 - OTHER STRUCTURE,30:00.0,53,PRP,BURGLARY,BURGLARY,SUSPENDED/INACTIVE (NO MORE LEADS),N ,NULL,"[{""age"":""20"",""sex"":""F"",""type"":""I""}]"
1818260,1,HARASSMENT (4A) SEXUAL OFF PHYS CONTACT,00:00.0,43,PER,ASSAULT,RAPE,SUSPENDED/INACTIVE (NO MORE LEADS),N ,NULL,"[{""age"":""12"",""sex"":""F"",""type"":""I""}]"
1818237,2,"WARRANT ARREST (FTA,FTC,FTP,PV,SC)",20:00.0,550,ORS,WARRANT,,CLEARED BY ARREST,A ,NULL,[]
1818237,1,CRIMINAL TRESPASS 2,20:00.0,261,SOC,ALL OTHER,,CLEARED BY ARREST,A ,NULL,[]
1818268,1,"WARRANT ARREST (FTA,FTC,FTP,PV,SC)",02:00.0,550,ORS,WARRANT,PERSON STOP,CLEARED BY ARREST,A ,NULL,[]
1818266,1,DWS MIS,03:00.0,395,ORS,TRAFFIC CRIME,TRAFFIC STOP,CLEARED BY ARREST,A ,NULL,[]
1818271,1,ACCIDENT VEHICLE NO INJ,20:00.0,999,UNA,UNASSIGNED,MOTOR VEH ACC U,SUSPENDED/INACTIVE (NO MORE LEADS),N ,NULL,[]
1818267,1,THEFT 2 - FROM BUILDING,20:00.0,67,PRP,LARCENY,THEFT,CLEARED BY ARREST,A ,NULL,[]
1818272,1,CRIMINAL MISTREATMENT 1 - SIMPLE ASLT,00:00.0,43,PER,ASSAULT,CRIMINAL MISTRE,SUSPENDED/INACTIVE (NO MORE LEADS),N ,NULL,"[{""age"":""11"",""sex"":""F"",""type"":""I""}]"
1818269,1,HIT & RUN - VEH DAMAGE,39:00.0,391,ORS,TRAFFIC CRIME,HIT AND RUN INJ,CLEARED BY ARREST,A ,NULL,[]
1818273,1,CRIMINAL MISCHIEF 3,21:00.0,140,PRP,VANDALISM,MOTOR VEH ACC N,CLEARED BY ARREST,A ,NULL,"[{""age"":""56"",""sex"":""M"",""type"":""I""}]"
1818273,2,DUII,21:00.0,210,SOC,DUII,MOTOR VEH ACC N,CLEARED BY ARREST,A ,NULL,[]
1818276,1,DECEASED SUBJECT,30:00.0,999,UNA,UNASSIGNED,DECEASED SUBJEC,EXCEPTIONAL (EXC DISP NEEDED),E ,NULL,"[{""age"":""72"",""sex"":""M"",""type"":""I""}]"
1818262,1,THEFT 3 - SHOPLIFT,30:00.0,63,PRP,LARCENY,SHOPLIFT 3050 P,CLEARED BY ARREST,A ,NULL,[]
1818275,2,MENACING - DIS CONDUCT,11:00.0,240,SOC,DISORDERLY CONDUCT,DISORDERLY SUBJ,CLEARED BY ARREST,A ,NULL,[]
1818270,1,HARASSMENT (1AA) PHYSICAL CONT - SIMP ASLT,20:00.0,43,PER,ASSAULT,DISPUTE,CLEARED BY ARREST,A ,NULL,"[{""age"":""39"",""sex"":""F"",""type"":""I""},{""age"":""41"",""sex"":""M"",""type"":""I""}]"
1818270,2,THEFT 2 - SHOPLIFT,20:00.0,63,PRP,LARCENY,DISPUTE,CLEARED BY ARREST,A ,NULL,[]
1818275,1,UNLF USE OF WEAPON - AGG ASLT,11:00.0,41,PER,ASSAULT,DISORDERLY SUBJ,CLEARED BY ARREST,A ,NULL,"[{""age"":""38"",""sex"":""F"",""type"":""I""}]"
1818277,2,VIOL RESTRAINING ORDER,22:00.0,47,PER,ASSAULT,CHECK WELFARE,CLEARED BY ARREST,A ,NULL,"[{""age"":""20"",""sex"":""F"",""type"":""I""}]"
1818277,1,RESISTING ARREST - SIMPLE ASLT,22:00.0,43,PER,ASSAULT,CHECK WELFARE,CLEARED BY ARREST,A ,NULL,"[{""age"":""20"",""sex"":""F"",""type"":""I""}]"
1818282,1,THEFT 2 - OTHER,00:00.0,69,PRP,LARCENY,THEFT,SUSPENDED/INACTIVE (NO MORE LEADS),N ,NULL,"[{""age"":""19"",""sex"":""M"",""type"":""I""}]"
1818270,3,CRIMINAL MISCHIEF 3 - RESULT CRIMINAL ACT,20:00.0,141,PRP,VANDALISM,DISPUTE,CLEARED BY ARREST,A ,NULL,[]
1818270,4,DISORDERLY CONDUCT 2,20:00.0,240,SOC,DISORDERLY CONDUCT,DISPUTE,CLEARED BY ARREST,A ,NULL,[]
1818280,1,CRIMINAL TRESPASS 2,00:00.0,261,SOC,ALL OTHER,CRIMINAL TRESPA,CLEARED BY ARREST,A ,NULL,[]
1818283,1,CRIMINAL TRESPASS 1,01:00.0,261,SOC,ALL OTHER,CRIMINAL TRESPA,CLEARED BY ARREST,A ,NULL,[]
1818287,1,MENTAL HOLD BY POLICE OFFICER,24:00.0,513,ORS,CUSTODY,DISORDERLY SUBJ,CLEARED BY ARREST,A ,NULL,[]
1818284,1,CONS UNLIC PREM/OPEN CON,16:00.0,224,SOC,LIQUOR LAW VIOLATION,PERSON STOP,CLEARED BY ARREST,A ,NULL,[]
1818281,1,CONS UNLIC PREM/OPEN CON,37:00.0,224,SOC,LIQUOR LAW VIOLATION,PERSON STOP,CLEARED BY ARREST,A ,NULL,[]
1818285,1,DUII,00:00.0,210,SOC,DUII,TRAFFIC STOP,CLEARED BY ARREST,A ,NULL,[]
1818285,3,RECKLESS DRIVING,00:00.0,393,ORS,TRAFFIC CRIME,TRAFFIC STOP,CLEARED BY ARREST,A ,NULL,[]
1818285,2,RECKLESS ENDANGERING - DIS CONDUCT,00:00.0,240,SOC,DISORDERLY CONDUCT,TRAFFIC STOP,CLEARED BY ARREST,A ,NULL,[]
1818288,1,HARASSMENT (1AA) PHYSICAL CONT - SIMP ASLT,20:00.0,43,PER,ASSAULT,DISPUTE,SUSPENDED/INACTIVE (NO MORE LEADS),N ,NULL,"[{""age"":""36"",""sex"":""M"",""type"":""I""}]"
1818290,1,CRIMINAL TRESPASS 2,19:00.0,261,SOC,ALL OTHER,PATROL CHECK,CLEARED BY ARREST,A ,NULL,[]
1815138,1,"PROPERTY, FOUND",43:00.0,999,UNA,UNASSIGNED,FOUND CONTRABAN,"OTHER (NON-REPORTABLE, IBR 999)",X ,NULL,[]
1818291,1,THEFT 3 - MOTOR VEH PARTS,00:00.0,65,PRP,LARCENY,THEFT OF LICENS,SUSPENDED/INACTIVE (NO MORE LEADS),N ,NULL,"[{""age"":""37"",""sex"":""M"",""type"":""I""}]"
1818286,1,MENTAL HOLD BY POLICE OFFICER,29:00.0,513,ORS,CUSTODY,ASSAULT WITH IN,CLEARED BY ARREST,A ,NULL,[]
1818278,1,ASSAULT 4 - SIMPLE ASLT APA,13:00.0,43,PER,ASSAULT,DISPUTE,CLEARED BY ARREST,A ,NULL,"[{""age"":""33"",""sex"":""F"",""type"":""I""}]"
1818212,1,VIOLATION PARK RULES,22:00.0,269,SOC,ALL OTHER,PATROL CHECK,CLEARED BY ARREST,A ,NULL,[]
1818156,1,VIOLATION PARK RULES,24:00.0,269,SOC,ALL OTHER,PATROL CHECK,CLEARED BY ARREST,A ,NULL,[]
1818258,1,SUSPICIOUS CONDITIONS,23:00.0,999,UNA,UNASSIGNED,DISORDERLY SUBJ,"OTHER (NON-REPORTABLE, IBR 999)",X ,NULL,[]
1818293,1,VIOLATION PARK RULES,25:00.0,269,SOC,ALL OTHER,PATROL CHECK,CLEARED BY ARREST,A ,NULL,[]
1818296,1,CRIMINAL MISCHIEF 3,26:00.0,140,PRP,VANDALISM,ASSIST PUBLIC-,CLEARED BY ARREST,A ,NULL,[]
1818294,1,"PROH STOP, STAND, PARK",35:00.0,269,SOC,ALL OTHER,BLOCKED DRIVEWA,SUSPENDED/INACTIVE (NO MORE LEADS),N ,NULL,[]
1818295,1,"WARRANT ARREST (FTA,FTC,FTP,PV,SC)",02:00.0,550,ORS,WARRANT,ILLEGAL CAMPING,CLEARED BY ARREST,A ,NULL,[]
1818179,1,IDENTITY THEFT,06:00.0,11F,PRP,FRAUD,THEFT OF IDENTI,SUSPENDED/INACTIVE (NO MORE LEADS),N ,NULL,"[{""age"":""34"",""sex"":""M"",""type"":""I""}]"
1818180,1,FORGERY 2,07:00.0,100,PRP,FORGERY,FORGERY,CLEARED BY ARREST,A ,NULL,"[{""age"":""34"",""sex"":""M"",""type"":""I""}]"
1818209,1,DRIVING UNINSURED,18:00.0,999,UNA,UNASSIGNED,TRAFFIC STOP,"OTHER (NON-REPORTABLE, IBR 999)",X ,NULL,[]
1818209,2,DWS VIO,18:00.0,999,UNA,UNASSIGNED,TRAFFIC STOP,"OTHER (NON-REPORTABLE, IBR 999)",X ,NULL,[]
1818303,1,INTERFERE PUBLIC TRANSPORT,26:00.0,240,SOC,DISORDERLY CONDUCT,SUSPICIOUS COND,SUSPENDED/INACTIVE (NO MORE LEADS),N ,NULL,[]
1818299,1,BURGLARY 2 - OTHER STRUCTURE,00:00.0,53,PRP,BURGLARY,BURGLARY,SUSPENDED/INACTIVE (NO MORE LEADS),N ,NULL,"[{""age"":""22"",""sex"":""M"",""type"":""I""}]"
1818300,1,ASSAULT 3 - SIMPLE ASLT,00:00.0,43,PER,ASSAULT,ASSAULT,UNFOUNDED,U ,NULL,"[{""age"":""21"",""sex"":""M"",""type"":""I""},{""age"":""32"",""sex"":""M"",""type"":""I""}]"
1818292,1,ACCIDENT VEHICLE INJURY,16:00.0,999,UNA,UNASSIGNED,MOTOR VEH ACC U,"OTHER (NON-REPORTABLE, IBR 999)",X ,NULL,[]
1818274,4,ACCIDENT VEHICLE FATAL,48:00.0,999,UNA,UNASSIGNED,VEHICLE/PEDESTR,CLEARED BY ARREST,A ,NULL,"[{""age"":""75"",""sex"":""M"",""type"":""I""}]"
1818305,1,MENACING - INTIMIDATE/THRT APA,08:00.0,45,PER,ASSAULT,UNKNOWN PROBLEM,CLEARED BY ARREST,A ,NULL,"[{""age"":""44"",""sex"":""F"",""type"":""I""}]"
1818289,1,CRIMINAL MISCHIEF 2 - RESULT CRIMINAL ACT,57:00.0,141,PRP,VANDALISM,DISORDERLY SUBJ,CLEARED BY ARREST,A ,NULL,[]
1818289,3,CRIMINAL TRESPASS 2,57:00.0,261,SOC,ALL OTHER,DISORDERLY SUBJ,CLEARED BY ARREST,A ,NULL,[]
1818289,4,"WARRANT ARREST (FTA,FTC,FTP,PV,SC)",57:00.0,550,ORS,WARRANT,DISORDERLY SUBJ,CLEARED BY ARREST,A ,NULL,[]
1818289,2,DISORDERLY CONDUCT,57:00.0,240,SOC,DISORDERLY CONDUCT,DISORDERLY SUBJ,CLEARED BY ARREST,A ,NULL,[]
1818307,1,CRIMINAL MISCHIEF 1 - VANDALISM,12:00.0,140,PRP,VANDALISM,SUSPICIOUS COND,SUSPENDED/INACTIVE (NO MORE LEADS),N ,NULL,[]
1818306,1,HARASSMENT - SIMPLE ASLT,34:00.0,43,PER,ASSAULT,DISPUTE,SUSPENDED/INACTIVE (NO MORE LEADS),N ,NULL,"[{""age"":""26"",""sex"":""M"",""type"":""I""}]"
1818310,1,RUNAWAY JUVENILE - OWN AGENCY,30:00.0,290,SOC,RUNAWAY,RUNAWAY JUVENIL,EXCEPTIONAL (EXC DISP NEEDED),E ,NULL,[]
1818298,1,VIOLATION PARK RULES,19:00.0,269,SOC,ALL OTHER,PATROL CHECK,CLEARED BY ARREST,A ,NULL,[]
1818302,1,VIOLATION PARK RULES,46:00.0,269,SOC,ALL OTHER,PATROL CHECK,CLEARED BY ARREST,A ,NULL,[]
1818253,1,HIT & RUN - VEH DAMAGE,30:00.0,391,ORS,TRAFFIC CRIME,HIT AND RUN,CLEARED BY ARREST,A ,NULL,[]
1818313,1,DRUG EVALUATION REPORT,02:00.0,999,UNA,UNASSIGNED,ASSIST OUTSIDE,ARREST BY OTHER AGENCY,T ,NULL,[]
1818319,1,CRIMINAL TRESPASS 1,55:00.0,261,SOC,ALL OTHER,PROWLER,SUSPENDED/INACTIVE (NO MORE LEADS),N ,NULL,[]
1818312,1,CRIMINAL TRESPASS 2,23:00.0,261,SOC,ALL OTHER,DISORDERLY SUBJ,CLEARED BY ARREST,A ,NULL,[]
